paper,yield_pct,reaction_class,solvent,reactor_type,paper_doi,paper_year,tR_step,tR1_s,tR2_s,T1_C,T2_C,substrate1,organolithium_reagent,intermediate,substrate2_electrophile,electrophile_type,product_final,conc_substrate_M,conc_orgLi_M,equiv_orgLi,conc_electrophile_M,substrate1_smiles,organolithium_smiles,intermediate_smiles,substrate2_smiles,product_smiles,vlm_tR1_s_original,vlm_tR2_s_original,yield_yolo,data_note
Nagaki et al. 2008 - Aryllithium compounds bearing alkoxycarbonyl groups - generation and reactions using a microflow system,96.0,halogen-metal exchange,tetrahydrofuran,microtube reactor R1,10.1002/anie.200803205,2008.0,tR1,0.38905,,-60.0,,tert-butyl o-bromobenzoate,s-BuLi,tert-butyl o-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl benzoate,0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccccc1Br,CCC([Li])C,CC(C)(C)OC(=O)c1ccccc1[Li],CO,CC(C)(C)OC(=O)c1ccccc1,1.0,,,
Nagaki et al. 2008 - Aryllithium compounds bearing alkoxycarbonyl groups - generation and reactions using a microflow system,97.0,halogen-metal exchange,tetrahydrofuran,microtube reactor R1,10.1002/anie.200803205,2008.0,tR1,0.79433,,-60.0,,tert-butyl o-bromobenzoate,s-BuLi,tert-butyl o-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl benzoate,0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccccc1Br,CCC([Li])C,CC(C)(C)OC(=O)c1ccccc1[Li],CO,CC(C)(C)OC(=O)c1ccccc1,3.16,,,
Nagaki et al. 2008 - Aryllithium compounds bearing alkoxycarbonyl groups - generation and reactions using a microflow system,94.0,halogen-metal exchange,tetrahydrofuran,microtube reactor R1,10.1002/anie.200803205,2008.0,tR1,5.62341,,-60.0,,tert-butyl o-bromobenzoate,s-BuLi,tert-butyl o-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl benzoate,0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccccc1Br,CCC([Li])C,CC(C)(C)OC(=O)c1ccccc1[Li],CO,CC(C)(C)OC(=O)c1ccccc1,31.6,,,
Nagaki et al. 2008 - Aryllithium compounds bearing alkoxycarbonyl groups - generation and reactions using a microflow system,48.0,halogen-metal exchange,tetrahydrofuran,microtube reactor R1,10.1002/anie.200803205,2008.0,tR1,0.01334,,-78.0,,tert-butyl o-bromobenzoate,s-BuLi,tert-butyl o-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl benzoate,0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccccc1Br,CCC([Li])C,CC(C)(C)OC(=O)c1ccccc1[Li],CO,CC(C)(C)OC(=O)c1ccccc1,0.0316,,48.0,
Nagaki et al. 2008 - Aryllithium compounds bearing alkoxycarbonyl groups - generation and reactions using a microflow system,48.0,halogen-metal exchange,tetrahydrofuran,microtube reactor R1,10.1002/anie.200803205,2008.0,tR1,0.05623,,-78.0,,tert-butyl o-bromobenzoate,s-BuLi,tert-butyl o-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl benzoate,0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccccc1Br,CCC([Li])C,CC(C)(C)OC(=O)c1ccccc1[Li],CO,CC(C)(C)OC(=O)c1ccccc1,0.1,,48.0,
Nagaki et al. 2008 - Aryllithium compounds bearing alkoxycarbonyl groups - generation and reactions using a microflow system,58.0,halogen-metal exchange,tetrahydrofuran,microtube reactor R1,10.1002/anie.200803205,2008.0,tR1,0.19953,,-78.0,,tert-butyl o-bromobenzoate,s-BuLi,tert-butyl o-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl benzoate,0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccccc1Br,CCC([Li])C,CC(C)(C)OC(=O)c1ccccc1[Li],CO,CC(C)(C)OC(=O)c1ccccc1,0.316,,58.0,
Nagaki et al. 2008 - Aryllithium compounds bearing alkoxycarbonyl groups - generation and reactions using a microflow system,61.0,halogen-metal exchange,tetrahydrofuran,microtube reactor R1,10.1002/anie.200803205,2008.0,tR1,0.38905,,-78.0,,tert-butyl o-bromobenzoate,s-BuLi,tert-butyl o-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl benzoate,0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccccc1Br,CCC([Li])C,CC(C)(C)OC(=O)c1ccccc1[Li],CO,CC(C)(C)OC(=O)c1ccccc1,1.0,,,
Nagaki et al. 2008 - Aryllithium compounds bearing alkoxycarbonyl groups - generation and reactions using a microflow system,76.0,halogen-metal exchange,tetrahydrofuran,microtube reactor R1,10.1002/anie.200803205,2008.0,tR1,0.79433,,-78.0,,tert-butyl o-bromobenzoate,s-BuLi,tert-butyl o-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl benzoate,0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccccc1Br,CCC([Li])C,CC(C)(C)OC(=O)c1ccccc1[Li],CO,CC(C)(C)OC(=O)c1ccccc1,3.16,,,
Nagaki et al. 2008 - Aryllithium compounds bearing alkoxycarbonyl groups - generation and reactions using a microflow system,91.0,halogen-metal exchange,tetrahydrofuran,microtube reactor R1,10.1002/anie.200803205,2008.0,tR1,5.62341,,-78.0,,tert-butyl o-bromobenzoate,s-BuLi,tert-butyl o-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl benzoate,0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccccc1Br,CCC([Li])C,CC(C)(C)OC(=O)c1ccccc1[Li],CO,CC(C)(C)OC(=O)c1ccccc1,31.6,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,19.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,11.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,5.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,5.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,3.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,3.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,47.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,31.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,20.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,12.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,30.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,25.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,29.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,29.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,25.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,31.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,31.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,28.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,29.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,22.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,29.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,28.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,28.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,33.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,30.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,11.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,23.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,21.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,80.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,20.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,80.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,66.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,20.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,66.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,54.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,20.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,54.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,44.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,20.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,44.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,22.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,20.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,22.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,6.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,20.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,6.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,88.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,88.0,
