paper,paper_doi,source,entry_number,reactant1_name,reactant1_smiles,reactant2_name,reactant2_smiles,product_name,product_smiles,product_label,yield_pct,yield_type,conversion_pct,selectivity_pct,ee_pct,stoichiometry,reaction_class,temperature_C,residence_time_s,solvent,reactor_type,catalyst,notes
"Giovine et al. 2013 - Synthesis of 1,2,3,4-tetrahydroisoquinolines by mi ... -mediated thermal isomerization of laterally lithiated arylaziridines",10.1002/chem.201203533,Table 3,"6d, 7d",aziridine 1b,,sBuLi,,"regioisomer mixture 6d,7d",,"6d, 7d",53.0,isolated,,93.0,,,directed metalation,-48.0,20.9,toluene,T-shaped micromixer + capillary reactor,,
chem.201402520,10.1002/chem.201402520,Table 1,,,O=[N+]([O-])c1ccc(I)cc1,PhLi,,,O=C(O)c1ccc([N+](=O)[O-])cc1,,,,,,,"1.05 equiv PhLi, 1.50 equiv CO2",nucleophilic addition,-20.0,0.014,tetrahydrofuran,"T-shaped micromixer + microtube reactor (R1 for lithiation, R2 for CO2 carboxylation, R3 for MeOH quench)",,"Carboxylation of p-nitroiodobenzene via in situ iodine/lithium exchange with PhLi to generate p-nitrophenyllithium, followed by rapid reaction with CO2 gas (1.5 equiv, 3.0 bar). Product is 4-nitrobenzoic acid."
chem.201402520,10.1002/chem.201402520,Table 1,,,N#Cc1ccc(Br)cc1,nBuLi,,,N#Cc1ccc(C(=O)O)cc1,,,,,,,"1.05 equiv nBuLi, 1.50 equiv CO2",nucleophilic addition,-20.0,0.33,tetrahydrofuran,"T-shaped micromixer + microtube reactor (R1 for lithiation, R2 for CO2 carboxylation, R3 for MeOH quench)",,"Carboxylation of p-bromobenzonitrile via in situ bromine/lithium exchange with nBuLi to generate p-cyanophenyllithium, followed by rapid reaction with CO2 gas (1.5 equiv, 3.0 bar). Product is 4-cyanobenzoic acid."
chem.201402520,10.1002/chem.201402520,Table 1,,,CCOC(=O)c1ccc(I)cc1,nBuLi,,,CCOC(=O)c1ccc(C(=O)O)cc1,,,,,,,"1.05 equiv nBuLi, 1.50 equiv CO2",nucleophilic addition,-60.0,0.055,tetrahydrofuran,"T-shaped micromixer + microtube reactor (R1 for lithiation, R2 for CO2 carboxylation, R3 for MeOH quench)",,"Carboxylation of p-ethoxycarbonyl iodobenzene via in situ iodine/lithium exchange with nBuLi to generate p-ethoxycarbonylphenyllithium, followed by rapid reaction with CO2 gas (1.5 equiv, 3.0 bar). Product is ethyl 4-carboxybenzoate."
chem.201402520,10.1002/chem.201402520,Table 1,,,CCOC(=O)c1cccc(I)c1,nBuLi,,,CCOC(=O)c1cccc(C(=O)O)c1,,,,,,,"1.05 equiv nBuLi, 1.50 equiv CO2",nucleophilic addition,-60.0,0.014,tetrahydrofuran,"T-shaped micromixer + microtube reactor (R1 for lithiation, R2 for CO2 carboxylation, R3 for MeOH quench)",,"Carboxylation of m-ethoxycarbonyl iodobenzene via in situ iodine/lithium exchange with nBuLi to generate m-ethoxycarbonylphenyllithium, followed by rapid reaction with CO2 gas (1.5 equiv, 3.0 bar). Product is ethyl 3-carboxybenzoate."
chem.201402520,10.1002/chem.201402520,Table 1,,,COc1ccc(Br)cc1,nBuLi,,,COc1ccc(C(=O)O)cc1,,,,,,,"1.05 equiv nBuLi, 1.50 equiv CO2",nucleophilic addition,-20.0,2.4,tetrahydrofuran,"T-shaped micromixer + microtube reactor (R1 for lithiation, R2 for CO2 carboxylation, R3 for MeOH quench)",,"Carboxylation of p-bromoanisole via in situ bromine/lithium exchange with nBuLi to generate p-methoxyphenyllithium, followed by rapid reaction with CO2 gas (1.5 equiv, 3.0 bar). Product is 4-methoxybenzoic acid."
chem.201402520,10.1002/chem.201402520,Table 1,,,Brc1ccccc1,nBuLi,,,O=C(O)c1ccccc1,,,,,,,"1.05 equiv nBuLi, 1.50 equiv CO2",nucleophilic addition,-20.0,4.7,tetrahydrofuran,"T-shaped micromixer + microtube reactor (R1 for lithiation, R2 for CO2 carboxylation, R3 for MeOH quench)",,"Carboxylation of bromobenzene via in situ bromine/lithium exchange with nBuLi to generate phenyllithium, followed by rapid reaction with CO2 gas (1.5 equiv, 3.0 bar). Product is benzoic acid."
Müller et al. 2016 - Ethyl lithiodiazoacetate - Extremely unstable intermediate handled efficiently in flow,10.1002/chem.201602133,page_2_table_1_extracted.csv,1,,CC(=O)c1ccccc1,ethyl lithiodiazoacetate,,,CCOC(=O)C(=[N+]=[N-])C(C)(O)c1ccccc1,,,,,,,,nucleophilic addition,-78.0,72.0,tetrahydrofuran,T-shaped micromixer + capillary reactor,,Electrophile is acetophenone; product is tertiary diazoalcohol adduct; reaction performed under inert argon atmosphere with rigorous exclusion of air/moisture; ethyl lithiodiazoacetate generated in situ from EDA and LDA at -78°C.
Müller et al. 2016 - Ethyl lithiodiazoacetate - Extremely unstable intermediate handled efficiently in flow,10.1002/chem.201602133,page_2_table_1_extracted.csv,6,,CC(=O)c1ccccn1,ethyl lithiodiazoacetate,,,CCOC(=O)C(=[N+]=[N-])C(C)(O)c1ccccn1,,53.0,isolated,,,,,nucleophilic addition,-78.0,72.0,tetrahydrofuran,T-shaped micromixer + capillary reactor,,"Electrophile is 2-acetylpyridine; product is tertiary diazoalcohol adduct; yield 53% (Table 2, entry 6); batch yield reported as 50%; reaction performed under inert argon atmosphere with rigorous exclusion of air/moisture; ethyl lithiodiazoacetate generated in situ from EDA and LDA at -78°C."
Müller et al. 2016 - Ethyl lithiodiazoacetate - Extremely unstable intermediate handled efficiently in flow,10.1002/chem.201602133,page_2_table_0_extracted.csv,1,ethyl diazoacetate,,lithium diisopropylamide,,ethyl lithiodiazoacetate,,2,,,46.0,,,"1.3 equiv EDA, 1.0 equiv LDA",nucleophilic addition,-78.0,12.0,tetrahydrofuran,T-shaped micromixer + capillary reactor cooled in dry ice/acetone bath,,"Optimization entry for lithiation step: EDA + LDA → ethyl lithiodiazoacetate (2); conversion to product 4 is 46% with 28% isolated yield; temperature -78°C; residence time 0.2 min (12 s) for lithiation (R2), but overall residence time to product 4 is 1.2 min (72 s); solvent THF implied by standard LDA usage and cryogenic organolithium flow protocols."
Müller et al. 2016 - Ethyl lithiodiazoacetate - Extremely unstable intermediate handled efficiently in flow,10.1002/chem.201602133,page_2_table_0_extracted.csv,2,ethyl diazoacetate,,lithium diisopropylamide,,ethyl lithiodiazoacetate,,2,58.0,isolated,71.0,,,"1.3 equiv EDA, 1.25 equiv LDA",nucleophilic addition,-78.0,12.0,tetrahydrofuran,T-shaped micromixer + capillary reactor cooled in dry ice/acetone bath,,"Optimization entry for lithiation step: EDA + LDA → ethyl lithiodiazoacetate (2); conversion to product 4 is 71% with 58% isolated yield; temperature -78°C; residence time 0.2 min (12 s) for lithiation (R2), but overall residence time to product 4 is 1.2 min (72 s); solvent THF implied by standard LDA usage and cryogenic organolithium flow protocols."
Müller et al. 2016 - Ethyl lithiodiazoacetate - Extremely unstable intermediate handled efficiently in flow,10.1002/chem.201602133,page_2_table_0_extracted.csv,3,ethyl diazoacetate,,lithium diisopropylamide,,ethyl lithiodiazoacetate,,2,62.0,isolated,80.0,,,"1.3 equiv EDA, 1.5 equiv LDA",nucleophilic addition,-78.0,12.0,tetrahydrofuran,T-shaped micromixer + capillary reactor cooled in dry ice/acetone bath,,"Optimization entry for lithiation step: EDA + LDA → ethyl lithiodiazoacetate (2); conversion to product 4 is 80% with 62% isolated yield; temperature -78°C; residence time 0.2 min (12 s) for lithiation (R2), but overall residence time to product 4 is 1.2 min (72 s); solvent THF implied by standard LDA usage and cryogenic organolithium flow protocols."
Müller et al. 2016 - Ethyl lithiodiazoacetate - Extremely unstable intermediate handled efficiently in flow,10.1002/chem.201602133,page_2_table_0_extracted.csv,5,ethyl diazoacetate,,lithium diisopropylamide,,ethyl lithiodiazoacetate,,2,,,,,,"1.3 equiv EDA, 1.5 equiv LDA",nucleophilic addition,-72.0,12.0,tetrahydrofuran,T-shaped micromixer + capillary reactor cooled in dry ice/acetone bath,,Optimization entry testing higher temperature: EDA + LDA → ethyl lithiodiazoacetate (2); temperature increased to -72°C did not improve yield; conversion and yield values missing in table but text states no improvement; solvent THF implied by standard LDA usage and cryogenic organolithium flow protocols.
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 1,1,"1a (N,N-diethyl formamide)",,2a (cyclohexanone),,4a,,4a,95.0,isolated,,,,"LDA 1.2 equiv, electrophile 0.7 equiv",nucleophilic addition,25.0,60.0,tetrahydrofuran,T-mixer,LDA,Reference condition for Barbier flow procedure
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 1,2,1b,,2a (cyclohexanone),,4b,,4b,72.0,isolated,,,,"LDA 1.2 equiv, electrophile 0.7 equiv",nucleophilic addition,25.0,60.0,tetrahydrofuran,T-mixer,LDA,
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 1,3,1c,,2a (cyclohexanone),,4c,,4c,63.0,isolated,,,,"LDA 1.2 equiv, electrophile 0.7 equiv",nucleophilic addition,25.0,60.0,tetrahydrofuran,T-mixer,LDA,
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 1,4,1d,,2b,,4d,,4d,69.0,isolated,,,,"LDA 1.2 equiv, electrophile 0.7 equiv",nucleophilic addition,25.0,60.0,tetrahydrofuran,T-mixer,LDA,
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 1,5,1e,,2c,,4e,,4e,72.0,isolated,,,,"LDA 1.2 equiv, electrophile 0.7 equiv",nucleophilic addition,25.0,60.0,tetrahydrofuran,T-mixer,LDA,Compatible with ketal functional group
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 1,6,1f,,2d,,4f,,4f,58.0,isolated,,,,"LDA 1.2 equiv, electrophile 0.7 equiv",nucleophilic addition,25.0,60.0,tetrahydrofuran,T-mixer,LDA,
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 1,7,1g,,2e,,4g,,4g,79.0,isolated,,,,"LDA 1.2 equiv, electrophile 0.7 equiv",nucleophilic addition,25.0,60.0,tetrahydrofuran,T-mixer,LDA,Compatible with acetal functional group
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 1,8,"1a (N,N-diethyl formamide)",,2f,,4h,,4h,76.0,isolated,,,,"LDA 1.2 equiv, electrophile 0.7 equiv",nucleophilic addition,25.0,60.0,tetrahydrofuran,T-mixer,LDA,Compatible with aryl halide
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 1,9,1h,,2g,,4i,,4i,63.0,isolated,,,,"LDA 1.2 equiv, electrophile 0.7 equiv",nucleophilic addition,25.0,60.0,tetrahydrofuran,T-mixer,LDA,
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 1,10,"1a (N,N-diethyl formamide)",,2h (pivaldehyde),,4j,,4j,91.0,isolated,,,,"LDA 1.2 equiv, electrophile 0.7 equiv",nucleophilic addition,25.0,60.0,tetrahydrofuran,T-mixer,LDA,Pivaldehyde as electrophile
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 1,11,1i,,2h (pivaldehyde),,4k,,4k,61.0,isolated,,,,"LDA 1.2 equiv, electrophile 0.7 equiv",nucleophilic addition,25.0,60.0,tetrahydrofuran,T-mixer,LDA,Pivaldehyde as electrophile
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 2,1,1g,,5a (Weinreb amide),,6a,,6a,63.0,isolated,,,,LDA 1.2 equiv,acylation,25.0,120.0,tetrahydrofuran,T-mixer,LDA,"Weinreb amide acylation, 1-2 mmol scale"
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 2,2,1g,,5b,,6b,,6b,65.0,isolated,,,,LDA 1.2 equiv,acylation,25.0,120.0,tetrahydrofuran,T-mixer,LDA,"Scale-up to 35 mmol, runtime 70 min"
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 2,3,1h,,5a (Weinreb amide),,6c,,6c,76.0,isolated,,,,LDA 1.2 equiv,acylation,25.0,120.0,tetrahydrofuran,T-mixer,LDA,
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 2,4,1c,,5c,,6d,,6d,72.0,isolated,,,,LDA 1.2 equiv,acylation,25.0,120.0,tetrahydrofuran,T-mixer,LDA,
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 2,5,1j,,5d,,6e,,6e,76.0,isolated,,,,LDA 1.2 equiv,acylation,25.0,120.0,tetrahydrofuran,T-mixer,LDA,
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 2,6,1g,,5e,,6f,,6f,75.0,isolated,,,,LDA 1.2 equiv,acylation,25.0,120.0,tetrahydrofuran,T-mixer,LDA,
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 2,7,1k,,5f,,6g,,6g,82.0,isolated,,,,LDA 1.2 equiv,acylation,25.0,120.0,tetrahydrofuran,T-mixer,LDA,
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 2,8,1e,,5g,,6h,,6h,61.0,isolated,,,,LDA 1.2 equiv,acylation,25.0,120.0,tetrahydrofuran,T-mixer,LDA,
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 2,9,1j,,5h (isocyanate),,6i,,6i,54.0,isolated,,,,LDA 1.2 equiv,acylation,25.0,120.0,tetrahydrofuran,T-mixer,LDA,"Isocyanate electrophile, unsymmetrical 1,2-diamide"
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 2,10,1i,,5i (3-bromocyclohexene),,6j,,6j,60.0,isolated,,,,LDA 1.2 equiv,alkylation,25.0,120.0,tetrahydrofuran,T-mixer,LDA,Allylation with 10% CuCN·2LiCl additive
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 2,11,1h,,5i (3-bromocyclohexene),,6k,,6k,58.0,isolated,,,,LDA 1.2 equiv,alkylation,25.0,120.0,tetrahydrofuran,T-mixer,LDA,Allylation with 10% CuCN·2LiCl additive
Ganiek et al. 2017 - Barbier continuous flow preparation and reactions of carbamoyllithiums for nucleophilic amidation,10.1002/chem.201702593,Table 2,12,1d,,5j (dibutyl disulfide),,6l,,6l,88.0,isolated,,,,LDA 1.2 equiv,other,25.0,120.0,tetrahydrofuran,T-mixer,LDA,"Thioamidation with dibutyl disulfide, S-butyl dibutylcarbamothioate"
Nagaki et al. 2019 - Synthesis of functionalized ketones from acid chlorides and organolithiums by extremely fast micromixing,10.1002/chem.201900743,Table 1,1,benzoyl chloride,,n-butyllithium,,1-phenylpentan-1-one,,2,,GC,,,,1 equiv nBuLi,nucleophilic addition,-70.0,,tetrahydrofuran,batch reactor,,Batch reaction; conversion determined by yield of methyl benzoate after methanol quench; yields of 2 (ketone) and 3 (alcohol) reported separately; reverse addition (1 to BuLi) gives higher conversion but poor selectivity; forward addition (BuLi to 1) gives trace yield
Nagaki et al. 2019 - Synthesis of functionalized ketones from acid chlorides and organolithiums by extremely fast micromixing,10.1002/chem.201900743,Table 1,2,benzoyl chloride,,n-butyllithium,,1-phenylpentan-1-one,,2,,GC,,,,1 equiv nBuLi,nucleophilic addition,-40.0,,tetrahydrofuran,batch reactor,,Batch reaction; conversion determined by yield of methyl benzoate after methanol quench; yields of 2 (ketone) and 3 (alcohol) reported separately; reverse addition (1 to BuLi) gives higher conversion but poor selectivity; forward addition (BuLi to 1) gives trace yield
Nagaki et al. 2019 - Synthesis of functionalized ketones from acid chlorides and organolithiums by extremely fast micromixing,10.1002/chem.201900743,Table 1,3,benzoyl chloride,,n-butyllithium,,1-phenylpentan-1-one,,2,,GC,,,,1 equiv nBuLi,nucleophilic addition,-20.0,,tetrahydrofuran,batch reactor,,Batch reaction; conversion determined by yield of methyl benzoate after methanol quench; yields of 2 (ketone) and 3 (alcohol) reported separately; reverse addition (1 to BuLi) gives higher conversion but poor selectivity; forward addition (BuLi to 1) gives trace yield
Nagaki et al. 2019 - Synthesis of functionalized ketones from acid chlorides and organolithiums by extremely fast micromixing,10.1002/chem.201900743,Table 5,19,4-methoxycarbonylbenzoyl chloride,,n-butyllithium,,desired ketone product,,5,19.0,GC,89.0,,,1 equiv nBuLi,nucleophilic addition,-70.0,,tetrahydrofuran,batch reactor,,"yield of 5, 3% of 6, 3% of 7; conversion 89%"
Nagaki et al. 2019 - Generation and reaction of functional alkyllithiums ... oreactors and their application to heterotelechelic polymer synthesis,10.1002/chem.201902867,Table 2,,1-bromo-3-benzyloxypropane,,lithium naphthalenide,,compound 1,,,78.0,GC,,,,,halogen-metal exchange,-40.0,7.85,,microreactor,,
Nagaki et al. 2019 - Generation and reaction of functional alkyllithiums ... oreactors and their application to heterotelechelic polymer synthesis,10.1002/chem.201902867,Table 1,,1-bromo-3-benzyloxypropane,,lithium naphthalenide,,compound 1,,,,GC,,,,,halogen-metal exchange,-60.0,,,batch,,
Nagaki et al. 2019 - Generation and reaction of functional alkyllithiums ... oreactors and their application to heterotelechelic polymer synthesis,10.1002/chem.201902867,Table 1,,1-bromo-3-benzyloxypropane,,lithium naphthalenide,,compound 1,,,,GC,,,,,halogen-metal exchange,-40.0,,,batch,,
Nagaki et al. 2019 - Generation and reaction of functional alkyllithiums ... oreactors and their application to heterotelechelic polymer synthesis,10.1002/chem.201902867,Table 1,,1-bromo-3-benzyloxypropane,,lithium naphthalenide,,compound 1,,,,GC,,,,,halogen-metal exchange,-78.0,,,batch,,
Nagaki et al. 2019 - Generation and reaction of functional alkyllithiums ... oreactors and their application to heterotelechelic polymer synthesis,10.1002/chem.201902867,Table 3,,substrate from Table 3 row 1,,benzaldehyde,,,,,,GC,,,,,nucleophilic addition,-40.0,7.85,,microreactor,,
Nagaki et al. 2019 - Generation and reaction of functional alkyllithiums ... oreactors and their application to heterotelechelic polymer synthesis,10.1002/chem.201902867,Table 3,,substrate from Table 3 row 2,,methyl triflate,,,,,,GC,,,,,nucleophilic addition,-40.0,0.11,,microreactor,,
